0	-1,248367	-1,248367	0	
0	0	-1,248367	-1,247279	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
-1,247279	-1,248367	0	0	
-1,247279	-1,247279	0	-1,247279	
0	-1,245465	0	-1,247279	
0	-1,242442	0	-1,247279	
0	-1,237403	0	-1,242442	
0	-1,229005	0	-1,237403	
0	0,4422135	0	-1,229005	
0	0	1,570356	-1,215008	
0	0	0	0	
0	0	-1,19168	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
-1,19168	0	3,450593	0	
0	0	0	0	
-1,19168	0	-1,19168	0	
0	0	0	0	
0	-1,242442	0	0	
0	-0,6408032	0	-1,242442	
0	-0,2346719	0	-1,245465	
0	0,4422135	0	-1,242442	
0	1,570356	0	-1,229005	
0	3,450593	0	-1,19168	
-1,1528	0	6,584321	-1,19168	
0	0	0	0	
-1,19168	0	-1,1528	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
-1,19168	0	11,8072	0	
0	0	0	0	
-1,19168	0	3,450593	0	
0	0	0	0	
0	-1,19168	0	0	
0	-1,1528	0	-1,1528	
0	-1,1528	0	-1,1528	
0	3,450593	0	-1,1528	
0	6,584321	0	-1,1528	
0	18,06782	0	-0,98	
-1,088	0	30,94636	-0,98	
0	0	0	0	
-1,088	0	6,584321	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
-0,98	0	52,4106	0	
0	0	0	0	
-0,98	0	11,8072	0	
0	0	0	0	
0	0	-1,245465	0	
0	0	0	0	
0	0	-1,237403	0	
0	0	0	0	
0	80,51201	0	0	
0	0	0	147,8072	
-0,8	-0,5	-0,8	88,18433	
0	-0,8	0	52,4106	
-0,8	0	-0,8	20,512	
0	0	0	0	
-1,245465	0	-1,242442	0	
0	0	0	0	
-1,237403	0	-1,229005	0	
0	0	0	0	
0	0	0	0	
0	0	0	0	
52,4106	0	-0,98	0	
0	0	0	0	
11,8072	0	-1,088	0	
0	0	0	0	
-1,242442	-1,237403	0	0	
0	0,4422135	0	-1,237403	
-1,229005	1,570356	0	-1,237403	
0	3,450593	0	-1,19168	
0	6,584321	0	-1,19168	
0	11,8072	0	-1,1528	
20,512	0	0	-1,088	
0	0	0	0	
-1,088	0	0	0	
