0	-1.229005	-1.22399	0	
0	-1.237403	-1.143213	-1.229005	
0	-1.240637	0	-1.229005	
0	-1.237403	-1.242442	-1.237403	
0	0	-1.237403	-1.229005	
-1.215008	-0.8	-1.229005	0	
-1.226934	10.69865	-1.118413	-1.215008	
0	-1.088	11.8072	-1.19168	
-1.240637	-1.237403	31.94069	-1.1528	
-1.237403	0	-0.5	-1.237403	
-1.215008	-1.229005	-1.232946	0	
-1.1528	18.66442	-1.221577	-1.221577	
-0.98	31.94069	31.94069	-1.049309	
-0.9155142	-0.5	54.06782	-0.9155142	
-0.8	0	80.51201	-0.5	
-1.229005	-1.229005	-1.237403	0	
-0.7556162	28.18433	-1.229005	-1.229005	
-1.088	54.06782	0	-1.088	
-0.6925237	90.94637	90.94637	-0.8	
0	0	152.4106	0	
-1.237403	-1.237403	0	0	
-1.19168	0	0	-1.237403	
0	0	0	0	
0	152.4106	0	0	
0	0	0	88.18433	
